city_id;city_name;year;pop;density_pop;unemp_rate;gdp_prousd;peoplekilled_in_roadaccident;deaths_roadaccidents;nationals;nationals_%;eu_foreigners;eu_foreigners_%;extraeu_foreigners;extraeu_foreigners_%;nativeborn;nativeborn_%;cars;cars_perc;Capital;cold_weather;URSS_Influence;Closeness;Culural_affinity;
3;Vilnius;2020;561836;1405;5;;0.20;11;;;;;;;;;218264;38.85;1;1;1;1;1
4;Stockholm;2000;1370815;;;112921;;;;;;;;;;;;;1;1;0;1;0
4;Stockholm;2001;1381251;7347;3;110553;0.27;37;1235822;89;52167;3.78;82809;6.00;;;531183;38.46;1;1;0;1;0
4;Stockholm;2002;1389201;;;114430;;;;;;;;;;;;;1;1;0;1;0
4;Stockholm;2003;1396385;;;116642;;;;;;;;;;;;;1;1;0;1;0
4;Stockholm;2004;1404112;7469;;126457;;34;1268476;90;56989;4.06;70920;5.05;;;547690;39.01;1;1;0;1;0
4;Stockholm;2005;1417405;;;130151;;18;1292241;91;;;;;;;364812;25.74;1;1;0;1;0
4;Stockholm;2006;1439402;;;130231;;20;1313316;91;;;;;;;366114;25.44;1;1;0;1;0
4;Stockholm;2007;1462778;;;134845;;33;1330358;91;;;;;;;366265;25.04;1;1;0;1;0
4;Stockholm;2008;1489127;7921;;131868;;14;1349199;91;66777;4.48;73151;4.91;;;579507;38.92;1;1;0;1;0
4;Stockholm;2009;1521202;8092;;132980;;17;;;;;;;;;579841;38.12;1;1;0;1;0
4;Stockholm;2010;1550208;8246;;135752;;17;1394114;90;70301;4.53;85793;5.53;;;417460;26.93;1;1;0;1;0
4;Stockholm;2011;1579896;8404;;138493;;22;;;;;;;;;599426;37.94;1;1;0;1;0
4;Stockholm;2012;1608135;8554;;136409;;;;;;;;;;;;;1;1;0;1;0
4;Stockholm;2013;1414924;7526;;135743;;;1272707;90;62825;4.44;79390;5.61;1098396;77.63;;;1;1;0;1;0
4;Stockholm;2014;1440909;7664;;139157;;;1295067;90;64477;4.47;81368;5.65;1113812;77.30;;;1;1;0;1;0
4;Stockholm;2015;1464814;7792;;144563;;;1314303;90;67048;4.58;83466;5.70;1127143;76.95;;;1;1;0;1;0
4;Stockholm;2016;1486954;;;143492;;;1331826;90;69640;4.68;85488;5.75;1138636;76.58;;;1;1;0;1;0
4;Stockholm;2017;1510464;8034;6;140710;0.06;9;1348013;89;71844;4.76;90607;6.00;1148223;76.02;415375;27.50;1;1;0;1;0
4;Stockholm;2018;1534977;8165;6;141944;0.17;26;1363124;89;73609;4.80;98245;6.40;1156112;75.32;414124;26.98;1;1;0;1;0
4;Stockholm;2019;1556805;;;145972;;;1376732;88;73642;4.73;106432;6.84;1163125;74.71;;;1;1;0;1;0
4;Stockholm;2020;1576798;;;148696;;;1391666;88;73879;4.69;111255;7.06;1170893;74.26;;;1;1;0;1;0
5;Rostock;2000;;;;80886;;;;;;;;;;;;;0;1;1;0;0
5;Rostock;2001;198964;1099;16;79045;;;192511;96.7566997;;;;;;;75425;37.91;0;1;1;0;0
5;Rostock;2002;198259;1095;;79800;;;;;;;;;;;;;0;1;1;0;0
5;Rostock;2003;;;;78940;;;;;;;;;;;;;0;1;1;0;0
5;Rostock;2004;198303;1096;22;79723;0.25;5;190619;96.12512166;;;;;;;;;0;1;1;0;0
5;Rostock;2005;198993;1099;22;80601;0.20;4;191554;96.26167755;1500;0.75379536;5900;2.964928415;;;74044;37.21;0;1;1;0;0
5;Rostock;2006;199288;1101;19;80631;0.45;9;191865;96.27523985;1500;0.752679539;5900;2.960539521;;;74839;37.55;0;1;1;0;0
5;Rostock;2007;199868;1104;17;82055;0.35;7;192162;96.14445534;1700;0.850561371;6000;3.001981308;;;67272;33.66;0;1;1;0;0
5;Rostock;2008;200413;1107;15;83961;0.30;6;192655;96.12899363;1900;0.948042293;5900;2.943920804;;;67602;33.73;0;1;1;0;0
5;Rostock;2009;201096;1111;14;81650;0.20;4;193294;96.12026097;1800;0.89509488;6000;2.9836496;;;67613;33.62;0;1;1;0;0
5;Rostock;2010;201442;1113;13;86977;0.15;3;194441;96.52455794;1300;0.645347048;5700;2.829598594;177800;88.2636193;69062;34.28;0;1;1;0;0
5;Rostock;2011;202735;1120;10;87751;0.25;5;195560;96.46089723;1300;0.641231164;6400;3.156830345;178900;88.24327324;70291;34.67;0;1;1;0;0
5;Rostock;2012;201813;1115;11;86780;0.10;2;195191;96.71874458;1600;0.792813149;5200;2.576642734;177900;88.15091198;71249;35.30;0;1;1;0;0
5;Rostock;2013;202887;1121;10;89104;0.15;3;195879;96.5458605;1800;0.887193364;5200;2.563003051;179000;88.22645118;71799;35.39;0;1;1;0;0
5;Rostock;2014;203431;1124;;91978;;0;195997;96.34568969;2200;1.081447764;5300;2.605305976;;;72271;35.53;0;1;1;0;0
5;Rostock;2015;204167;1128;8;90226;0.05;1;196332;96.16245524;2200;1.077549261;5600;2.742852665;;;73138;35.82;0;1;1;0;0
5;Rostock;2016;206011;1138;7;90118;0.39;8;196928;95.59101213;2300;1.116445238;6800;3.300794618;;;74293;36.06;0;1;1;0;0
5;Rostock;2017;207513;1146;5;95558;0.10;2;196453;94.67021343;2900;1.397502807;8200;3.951559661;;;75098;36.19;0;1;1;0;0
5;Rostock;2018;208409;1151;5;91022;0.10;2;196207;94.14516648;3200;1.535442327;9000;4.318431546;;;75890;36.41;0;1;1;0;0
5;Rostock;2019;208886;1154;4;95981;0.19;4;195904;93.78512682;3600;1.72342809;9400;4.500062235;191300;91.58105378;76487;36.62;0;1;1;0;0
5;Rostock;2020;209191;1156;5;90127;0.19;4;195385;93.40028969;3900;1.864324947;9900;4.732517173;191000;91.3041192;76933;36.78;0;1;1;0;0
6;Stuttgart;2000;587152;2836;;123249;;;;;;;;;;;;;0;1;0;0;0
6;Stuttgart;2001;588477;2843;5;129125;0.46;27;443955;75;54600;9.28;88600;15.06;;;232558;39.52;0;1;0;0;0
6;Stuttgart;2002;;;;127378;;;;;;;;;;;;;0;1;0;0;0
6;Stuttgart;2003;589161;2846;;129115;;;;;;;;;;;;;0;1;0;0;0
6;Stuttgart;2004;590657;2853;8;126599;0.22;13;447611;76;52900;8.96;87400;14.80;;;235800;39.92;0;1;0;0;0
6;Stuttgart;2005;592569;2863;10;123566;0.22;13;450379;76;55000;9.28;85200;14.38;;;232773;39.28;0;1;0;0;0
6;Stuttgart;2006;593923;2869;8;132703;0.15;9;452395;76;55000;9.26;85200;14.35;;;232261;39.11;0;1;0;0;0
6;Stuttgart;2007;597176;2885;7;138063;0.15;9;454988;76;54400;9.11;84500;14.15;;;206181;34.53;0;1;0;0;0
6;Stuttgart;2008;600068;2899;6;132074;0.10;6;459074;77;54600;9.10;83500;13.92;;;206015;34.33;0;1;0;0;0
6;Stuttgart;2009;601646;2907;6;117348;0.15;9;462708;77;56700;9.42;80700;13.41;;;206095;34.26;0;1;0;0;0
6;Stuttgart;2010;606588;2930;6;131690;0.15;9;465008;77;57100;9.41;79500;13.11;442900;73.01;208238;34.33;0;1;0;0;0
6;Stuttgart;2011;591015;2855;5;136429;0.23;14;469985;80;;;;;435900;73.75;210152;35.56;0;1;0;0;0
6;Stuttgart;2012;597939;2889;5;135824;0.19;11;474560;79;51100;8.55;73900;12.36;423600;70.84;213169;35.65;0;1;0;0;0
6;Stuttgart;2013;604297;2919;5;133862;0.12;7;468876;78;54300;8.99;74800;12.38;426200;70.53;215521;35.66;0;1;0;0;0
6;Stuttgart;2014;612441;2959;;134780;;5;470679;77;69600;11.36;64100;10.47;427700;69.84;216663;35.38;0;1;0;0;0
6;Stuttgart;2015;623738;3013;5;139791;0.13;8;472943;76;73600;11.80;65900;10.57;429300;68.83;218217;34.99;0;1;0;0;0
6;Stuttgart;2016;628032;3034;4;138248;0.13;8;475041;76;77000;12.26;71700;11.42;431200;68.66;220342;35.08;0;1;0;0;0
6;Stuttgart;2017;632743;3057;4;141314;0.16;10;476079;75;77400;12.23;74600;11.79;431000;68.12;223408;35.31;0;1;0;0;0
6;Stuttgart;2018;634830;3067;3;141363;0.06;4;476820;75;79200;12.48;76800;12.10;433200;68.24;224723;35.40;0;1;0;0;0
6;Stuttgart;2019;635911;3072;3;134477;0.11;7;477094;75;79300;12.47;78500;12.34;433700;68.20;226207;35.57;0;1;0;0;0
6;Stuttgart;2020;630305;3045;4;128833;0.11;7;476979;76;78500;12.45;80400;12.76;433900;68.84;225703;35.81;0;1;0;0;0
7;Helsinki;2000;551123;803;8;52476;;;529111;96;4192;0.76;22171;4.02;;;186452;33.83;1;1;1;1;0
7;Helsinki;2001;555474;810;9;53785;0.22;12;;;4192;0.75;22171;3.99;;;;;1;1;1;1;0
7;Helsinki;2002;559718;816;;53315;;;;;4192;0.75;22171;3.96;;;;;1;1;1;1;0
7;Helsinki;2003;559716;816;;53267;;;;;;;;;;;;;1;1;1;1;0
7;Helsinki;2004;559330;815;;55193;;9;529695;95;10178;1.82;18979;3.39;;;198739;35.53;1;1;1;1;0
7;Helsinki;2005;559046;815;;56615;;;529860;95;;;;;;;;;1;1;1;1;0
7;Helsinki;2006;560905;818;;59193;;;530135;95;;;;;;;;;1;1;1;1;0
7;Helsinki;2007;564521;823;;61998;;;531325;94;;;;;;;;;1;1;1;1;0
7;Helsinki;2008;568531;829;;62138;;12;532248;94;12939;2.28;23344;4.11;;;221343;38.93;1;1;1;1;0
7;Helsinki;2009;576632;841;;58113;;;537978;93;;;;;;;;;1;1;1;1;0
7;Helsinki;2010;583350;850;;59436;;5;541615;93;15459;2.65;26276;4.50;524964;89.99;;;1;1;1;1;0
7;Helsinki;2011;588549;858;;58794;;8;544088;92;16816;2.86;27645;4.70;526899;89.53;240175;40.81;1;1;1;1;0
7;Helsinki;2012;595384;868;;56972;;9;547506;92;18462;3.10;29416;4.94;529550;88.94;;;1;1;1;1;0
7;Helsinki;2013;603968;880;;56881;;9;553307;92;20318;3.36;30343;5.02;533496;88.33;;;1;1;1;1;0
7;Helsinki;2014;612664;893;;55688;;6;559782;91;21721;3.55;31161;5.09;538203;87.85;;;1;1;1;1;0
7;Helsinki;2015;620715;905;12;56405;0.19;12;565270;91;23107;3.72;32338;5.21;542164;87.35;166882;26.89;1;1;1;1;0
7;Helsinki;2016;628208;916;12;57341;0.05;3;570601;91;23680;3.77;33927;5.40;546210;86.95;169207;26.93;1;1;1;1;0
7;Helsinki;2017;635181;926;10;58403;0.11;7;575411;91;23957;3.77;35813;5.64;549074;86.44;170854;26.90;1;1;1;1;0
7;Helsinki;2018;643272;938;9;58637;0.06;4;582303;91;23672;3.68;37297;5.80;553355;86.02;173089;26.91;1;1;1;1;0
7;Helsinki;2019;648042;945;9;59502;0.05;3;585963;90;23261;3.59;38818;5.99;555635;85.74;174875;26.99;1;1;1;1;0
7;Helsinki;2020;653835;953;14;;0.12;8;590185;90;23067;3.53;40583;6.21;558108;85.36;180816;27.65;1;1;1;1;0
8;Oslo;2000;507467;1057;;58770;;;;0;;;;;;;;;1;1;0;1;0
8;Oslo;2001;508726;1060;3;60483;0.29;15;460462;91;19229;3.78;29035;5.71;;;186861;36.73;1;1;0;1;0
8;Oslo;2002;516467;1076;;62370;;;;0;;;;;;;;;1;1;0;1;0
8;Oslo;2003;523832;1091;;60761;;;;0;;;;;;;;;1;1;0;1;0
8;Oslo;2004;529846;1104;4;62019;0.11;6;469619;89;21105;3.98;31162;5.88;;;192383;36.31;1;1;0;1;0
8;Oslo;2005;538411;1122;3;60641;0.06;3;476397;88;;;;;;;197197;36.63;1;1;0;1;0
8;Oslo;2006;548617;1143;2;59380;0.07;4;483076;88;23234;4.24;32101;5.85;;;203192;37.04;1;1;0;1;0
8;Oslo;2007;560484;1168;2;63091;0.18;10;490599;88;25385;4.53;32633;5.82;;;209864;37.44;1;1;0;1;0
8;Oslo;2008;572806;1193;2;57283;0.16;9;497980;87;29799;5.20;32705;5.71;442933;77.33;212084;37.03;1;1;0;1;0
8;Oslo;2009;586860;1223;3;60021;0.14;8;505206;86;35760;6.09;34509;5.88;447473;76.25;;;1;1;0;1;0
8;Oslo;2010;599230;1248;;59439;0.09;5;511939;85;39158;6.53;35763;5.97;452338;75.49;;;1;1;0;1;0
8;Oslo;2011;613285;1278;;57124;0.12;7;518208;84;44264;7.22;36758;5.99;456704;74.47;;;1;1;0;1;0
8;Oslo;2012;627366;1307;;58238;0.13;8;526188;84;50593;8.06;36501;5.82;461569;73.57;254451;40.56;1;1;0;1;0
8;Oslo;2013;642124;1338;;58934;;;;0;;;;;;;;;1;1;0;1;0
8;Oslo;2014;647676;1349;;60697;;;;0;;;;;;;;;1;1;0;1;0
8;Oslo;2015;658390;1372;;63914;;;;0;;;;;;;;;1;1;0;1;0
8;Oslo;2016;666759;1389;;66697;;;;0;;;;;;;;;1;1;0;1;0
8;Oslo;2017;672061;1400;;65734;;;;0;;;;;;;;;1;1;0;1;0
8;Oslo;2018;673469;1403;;63720;;;;0;;;;;;;;;1;1;0;1;0
8;Oslo;2019;681071;1419;;67128;;;;0;;;;;;;;;1;1;0;1;0
8;Oslo;2020;693494;1445;;;;;;0;;;;;;;;;1;1;0;1;0
9;Bratislava;2000;447345;1216;;36877;;;;0;;;;;;;;;1;1;1;0;0
9;Bratislava;2001;428672;1165;9;38532;0.75;32;413046;96;2010;0.47;13616;3.18;;;182002;42.46;1;1;1;0;0
9;Bratislava;2002;427049;1160;;41417;;;;0;;;;;;;;;1;1;1;0;0
9;Bratislava;2003;;;;43261;;;;#DIV/0!;;;;;;;;;1;1;1;0;0
9;Bratislava;2004;425533;1156;9;45631;0.75;32;;0;;;;;;;200424;47.10;1;1;1;0;0
9;Bratislava;2005;425459;1156;6;52262;0.40;17;;0;;;;;;;;;1;1;1;0;0
9;Bratislava;2006;426091;1158;4;54771;0.56;24;;0;4208;0.99;1349;0.32;;;87086;20.44;1;1;1;0;0
9;Bratislava;2007;426927;1160;4;62146;0.63;27;;0;;;;;;;98591;23.09;1;1;1;0;0
9;Bratislava;2008;428791;1165;4;64602;0.49;21;415687;97;7182;1.67;5922;1.38;;;110554;25.78;1;1;1;0;0
9;Bratislava;2009;431061;1171;3;65184;0.30;13;;0;;;;;;;123760;28.71;1;1;1;0;0
9;Bratislava;2010;432801;1176;;68496;0.37;16;;0;;;;;;;136603;31.56;1;1;1;0;0
9;Bratislava;2011;411228;1117;;69559;;15;;0;;;;;;;103208;25.10;1;1;1;0;0
9;Bratislava;2012;413192;1123;;68436;;10;403913;98;6746;1.63;2533;0.61;391575;94.77;159524;38.61;1;1;1;0;0
9;Bratislava;2013;415589;1129;;70331;;4;405852;98;7013;1.69;2724;0.66;393575;94.70;130777;31.47;1;1;1;0;0
9;Bratislava;2014;417389;1134;;70409;;15;407536;98;7130;1.71;2723;0.65;395398;94.73;153925;36.88;1;1;1;0;0
9;Bratislava;2015;419678;1140;;74234;0.29;12;409714;98;7157;1.71;2807;0.67;397590;94.74;156920;37.39;1;1;1;0;0
9;Bratislava;2016;422932;1149;;75562;0.33;14;411668;97;8105;1.92;3159;0.75;399618;94.49;160847;38.03;1;1;1;0;0
9;Bratislava;2017;425923;1157;;76339;0.23;10;414075;97;8554;2.01;3294;0.77;401935;94.37;164177;38.55;1;1;1;0;0
9;Bratislava;2018;429564;1167;;77792;0.14;6;416959;97;9127;2.12;3478;0.81;404731;94.22;168881;39.31;1;1;1;0;0
9;Bratislava;2019;432864;1176;;77457;0.18;8;419935;97;9291;2.15;3638;0.84;407681;94.18;173725;40.13;1;1;1;0;0
9;Bratislava;2020;437726;1189;;73812;0.16;7;424011;97;9792;2.24;3923;0.90;411667;94.05;178552;40.79;1;1;1;0;0
10;Dusseldorf;2000;569364;2624;;60185;;;469646;82;;;;;;;;;0;1;0;0;0
10;Dusseldorf;2001;570765;2630;6;63281;0.44;25;470069;82;35500;6.22;65200;11.42;;;227839;39.92;0;1;0;0;0
10;Dusseldorf;2002;571886;2635;;62043;;;;;;;;;;;;;0;1;0;0;0
10;Dusseldorf;2003;;0;;61579;;;;;;;;;;;;;0;1;0;0;0
10;Dusseldorf;2004;572511;2638;10;62992;0.38;22;469529;82;38500;6.72;63700;11.13;;;226000;39.48;0;1;0;0;0
10;Dusseldorf;2005;572663;2639;10;63317;0.24;14;470488;82;39800;6.95;62800;10.97;;;225643;39.40;0;1;0;0;0
10;Dusseldorf;2006;574514;2648;10;64736;0.23;13;471887;82;39800;6.93;62800;10.93;;;225798;39.30;0;1;0;0;0
10;Dusseldorf;2007;577505;2661;10;68442;0.24;14;473904;82;40700;7.05;62900;10.89;;;202060;34.99;0;1;0;0;0
10;Dusseldorf;2008;581122;2678;9;69878;0.21;12;476392;82;41300;7.11;63400;10.91;;;202804;34.90;0;1;0;0;0
10;Dusseldorf;2009;584217;2692;8;65261;0.27;16;478585;82;41900;7.17;63700;10.90;;;202858;34.72;0;1;0;0;0
10;Dusseldorf;2010;586217;2701;8;65737;0.27;16;479604;82;42600;7.27;64000;10.92;453500;77.36;205651;35.08;0;1;0;0;0
10;Dusseldorf;2011;588735;2713;7;67455;0.19;11;481646;82;43000;7.30;64100;10.89;426600;72.46;208564;35.43;0;1;0;0;0
10;Dusseldorf;2012;589649;2717;7;66585;0.22;13;483940;82;38500;6.53;57800;9.80;426200;72.28;211563;35.88;0;1;0;0;0
10;Dusseldorf;2013;593682;2736;6;66972;0.12;7;495126;83;40100;6.75;58400;9.84;428200;72.13;213823;36.02;0;1;0;0;0
10;Dusseldorf;2014;598686;2759;;67564;;11;496789;83;45000;7.52;56900;9.50;429600;71.76;215149;35.94;0;1;0;0;0
10;Dusseldorf;2015;604527;2786;6;68074;0.23;14;497312;82;47600;7.87;59700;9.88;430100;71.15;217342;35.95;0;1;0;0;0
10;Dusseldorf;2016;612178;2821;5;67824;0.18;11;497542;81;49900;8.15;64700;10.57;430100;70.26;220619;36.04;0;1;0;0;0
10;Dusseldorf;2017;613230;2826;4;69986;0.16;10;495766;81;49500;8.07;68000;11.09;456700;74.47;224079;36.54;0;1;0;0;0
10;Dusseldorf;2018;617280;2845;4;70866;0.13;8;495490;80;50700;8.21;71100;11.52;456700;73.99;226320;36.66;0;1;0;0;0
10;Dusseldorf;2019;619294;2854;4;71238;0.15;9;494123;80;51100;8.25;74100;11.97;454700;73.42;228134;36.84;0;1;0;0;0
10;Dusseldorf;2020;621877;2866;5;;0.19;12;493024;79;51000;8.20;77900;12.53;453100;72.86;229244;36.86;0;1;0;0;0
11;Dresden;2000;477807;1457;;28686;;;460294;96;;;;;;;;;0;1;1;0;0
11;Dresden;2001;478631;1459;15;29785;0.46;22;459911;96;6000;1.25;12700;2.65;;;178380;37.27;0;1;1;0;0
11;Dresden;2002;480228;1464;;30837;;;;;;;;;;;;;0;1;1;0;0
11;Dresden;2003;;0;;31647;;;;;;;;;;;;;0;1;1;0;0
11;Dresden;2004;483632;1474;16;32480;0.48;23;461159;95;7300;1.51;17000;3.52;;;182900;37.82;0;1;1;0;0
11;Dresden;2005;487421;1486;15;32179;0.18;9;463177;95;8600;1.76;17200;3.53;;;185210;38.00;0;1;1;0;0
11;Dresden;2006;495181;1510;15;33177;0.40;20;469337;95;8600;1.74;17200;3.47;;;188335;38.03;0;1;1;0;0
11;Dresden;2007;504795;1539;12;33835;0.46;23;477414;95;9000;1.78;18400;3.65;;;171658;34.01;0;1;1;0;0
11;Dresden;2008;507513;1547;12;33750;0.18;9;483175;95;8100;1.60;16300;3.21;;;173014;34.09;0;1;1;0;0
11;Dresden;2009;512234;1562;11;32233;0.14;7;488393;95;7100;1.39;16700;3.26;;;173046;33.78;0;1;1;0;0
11;Dresden;2010;517052;1576;11;33277;0.04;2;493411;95;6800;1.32;16800;3.25;474000;91.67;176904;34.21;0;1;1;0;0
11;Dresden;2011;523058;1595;9;34915;0.15;8;498366;95;;;;;478800;91.54;180331;34.48;0;1;1;0;0
11;Dresden;2012;517765;1579;8;34866;0.25;13;504157;97;6500;1.26;12400;2.39;473600;91.47;183203;35.38;0;1;1;0;0
11;Dresden;2013;525105;1601;7;35452;0.27;14;504116;96;7300;1.39;13700;2.61;484400;92.25;184917;35.22;0;1;1;0;0
11;Dresden;2014;530754;1618;;36432;;16;508172;96;;;;;;;187268;35.28;0;1;1;0;0
11;Dresden;2015;536308;1635;6;37791;0.24;13;511118;95;8600;1.60;16600;3.10;487100;90.82;188654;35.18;0;1;1;0;0
